start_hour,activeSessions_site1,utilizationRate_site1,kWhDelivered_site1,idleRate_site1,blockedRate_site1,activeSessions_site2,utilizationRate_site2,kWhDelivered_site2,idleRate_site2,blockedRate_site2,activeSessions_total,kWhDelivered_total,utilizationRate_total,idleRate_total,blockedRate_total,temperature,cloud_cover,cloud_cover_description,pressure,windspeed,precipitation,hour_of_day,week_of_year,day_of_week,month_of_year,is_weekend,date,year
2021-01-01 10:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,10,53,4,1,False,2021-01-01,2021
2021-01-01 11:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,11,53,4,1,False,2021-01-01,2021
2021-01-01 12:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,12,53,4,1,False,2021-01-01,2021
2021-01-01 13:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,13,53,4,1,False,2021-01-01,2021
2021-01-01 14:00:00-08:00,0,0.0,0.0,0.0,0.0,2,0.012459595959595959,22.156129483270412,1.0,0.0,2,22.156129483270412,0.006404465212876428,1.0,0.006404465212876428,,,,,,,14,53,4,1,False,2021-01-01,2021
2021-01-01 15:00:00-08:00,0,0.0,0.0,0.0,0.0,2,0.012717171717171719,16.66787051672959,0.9980142970611596,2.5252525252525164e-05,2,16.66787051672959,0.0065368639667705095,0.9980142970611596,0.006523883696780894,,,,,,,15,53,4,1,False,2021-01-01,2021
2021-01-01 16:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,16,53,4,1,False,2021-01-01,2021
2021-01-01 17:00:00-08:00,0,0.0,0.0,0.0,0.0,1,0.011323232323232324,1.250095165780815,1.0,0.0,1,1.250095165780815,0.005820353063343718,1.0,0.005820353063343718,,,,,,,17,53,4,1,False,2021-01-01,2021
2021-01-01 18:00:00-08:00,0,0.0,0.0,0.0,0.0,3,0.025,14.349951578793473,0.617979797979798,0.009550505050505049,3,14.349951578793473,0.012850467289719626,0.617979797979798,0.007941329179646937,,,,,,,18,53,4,1,False,2021-01-01,2021
2021-01-01 19:00:00-08:00,0,0.0,0.0,0.0,0.0,2,0.011328282828282828,6.075953255425709,0.6366473473027195,0.004116161616161617,2,6.075953255425709,0.005822949117341641,0.6366473473027195,0.003707165109034268,,,,,,,19,53,4,1,False,2021-01-01,2021
2021-01-01 20:00:00-08:00,0,0.0,0.0,0.0,0.0,1,0.007646464646464647,16.500851242562128,1.0,0.0,1,16.500851242562128,0.003930425752855659,1.0,0.003930425752855659,,,,,,,20,53,4,1,False,2021-01-01,2021
2021-01-01 21:00:00-08:00,0,0.0,0.0,0.0,0.0,1,0.006782828282828282,14.63714875743787,1.0,0.0,1,14.63714875743787,0.0034865005192107994,1.0,0.0034865005192107994,,,,,,,21,53,4,1,False,2021-01-01,2021
2021-01-01 22:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,22,53,4,1,False,2021-01-01,2021
2021-01-01 23:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,23,53,4,1,False,2021-01-01,2021
2021-01-02 00:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,0,53,5,1,True,2021-01-02,2021
2021-01-02 01:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1,53,5,1,True,2021-01-02,2021
2021-01-02 02:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2,53,5,1,True,2021-01-02,2021
2021-01-02 03:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3,53,5,1,True,2021-01-02,2021
2021-01-02 04:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,4,53,5,1,True,2021-01-02,2021
2021-01-02 05:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,5,53,5,1,True,2021-01-02,2021
2021-01-02 06:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,6,53,5,1,True,2021-01-02,2021
2021-01-02 07:00:00-08:00,0,0.0,0.0,0.0,0.0,1,0.01459090909090909,12.768,1.0,0.0,1,12.768,0.0075,1.0,0.0075,,,,,,,7,53,5,1,True,2021-01-02,2021
2021-01-02 08:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,8,53,5,1,True,2021-01-02,2021
2021-01-02 09:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,9,53,5,1,True,2021-01-02,2021
2021-01-02 10:00:00-08:00,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,10,53,5,1,True,2021-01-02,2021
2021-01-02 11:00:00-08:00,0,0.0,0.0,0.0,0.0,1,0.004070707070707071,6.531950122249389,1.0,0.0,1,6.531950122249389,0.0020924195223260642,1.0,0.0020924195223260642,,,,,,,11,53,5,1,True,2021-01-02,2021
