DateTime;Wind Speed;Gust;Direction;Temperature;One Hour Precipitation
18.03.21 15:53;15;;180;21;0
18.03.21 16:53;17;;180;20;0
18.03.21 17:53;13;;180;18;0
18.03.21 18:53;13;;160;16;0
18.03.21 19:53;0;;0;16;0
18.03.21 20:53;0;;0;14;0
18.03.21 21:53;6;;210;14;0
18.03.21 22:53;0;;0;13;0
18.03.21 23:53;0;;0;13;0
19.03.21 00:53;0;;0;12;0
19.03.21 01:53;6;;140;12;0
19.03.21 02:53;0;;0;11;0
19.03.21 03:53;0;;0;10;0
19.03.21 04:53;0;;0;10;0
19.03.21 05:53;0;;0;9;0
19.03.21 06:53;0;;0;9;0
19.03.21 07:53;0;;0;10;0
19.03.21 08:53;0;;0;13;0
19.03.21 09:53;0;;0;16;0
19.03.21 10:53;0;;0;17;0
19.03.21 11:53;7;;0;19;0
19.03.21 12:53;11;;180;21;0
19.03.21 13:53;17;;180;22;0
19.03.21 14:53;17;;170;22;0
19.03.21 15:53;17;;180;21;0
19.03.21 16:53;13;28;180;22;0
19.03.21 17:53;6;;330;21;0
19.03.21 18:53;15;;310;19;0
19.03.21 19:53;13;;290;17;0
19.03.21 20:53;7;;320;16;0
19.03.21 21:53;9;;240;16;0
19.03.21 22:53;11;;250;15;0
20.03.21 00:53;9;;110;14;0
20.03.21 01:53;13;;120;13;0
20.03.21 02:53;9;;120;13;0
20.03.21 03:53;7;;150;13;0
20.03.21 04:53;11;;150;13;0
20.03.21 05:53;9;;160;13;0
20.03.21 06:53;6;;200;12;0
20.03.21 07:53;13;;140;12;0
20.03.21 08:53;13;;120;13;0
20.03.21 09:53;9;;130;13;0
20.03.21 10:53;17;;120;14;0
20.03.21 11:53;17;;120;16;0
20.03.21 12:53;9;;0;17;0
20.03.21 13:53;11;;140;18;0
20.03.21 14:53;7;;110;20;0
20.03.21 15:53;15;;190;19;0
20.03.21 16:53;15;;200;18;0
20.03.21 17:53;17;;160;18;0
20.03.21 18:53;11;;130;17;0
20.03.21 19:53;15;;290;16;0
20.03.21 20:53;11;;320;14;0
20.03.21 21:53;15;;340;14;0
20.03.21 22:53;15;;340;13;0
20.03.21 23:53;15;;330;13;0
21.03.21 00:53;17;;350;12;0
21.03.21 01:53;11;;320;12;0
21.03.21 02:53;11;;340;12;0
21.03.21 03:53;9;;10;11;0
21.03.21 04:53;0;;0;9;0
21.03.21 05:53;0;;0;8;0
21.03.21 06:53;0;;0;8;0
21.03.21 07:53;6;;360;8;0
21.03.21 08:53;0;;0;12;0
21.03.21 09:53;6;;160;13;0
21.03.21 10:53;9;;120;16;0
21.03.21 11:53;9;;0;17;0
21.03.21 12:53;6;;0;18;0
21.03.21 13:53;13;;150;19;0
21.03.21 14:53;20;;170;19;0
21.03.21 15:53;17;;170;19;0
21.03.21 16:53;22;;340;21;0
21.03.21 17:53;20;41;320;19;0
21.03.21 18:53;30;46;330;17;0
21.03.21 19:53;22;;340;17;0
21.03.21 20:53;15;;310;14;0
21.03.21 21:53;13;;300;14;0
21.03.21 22:53;15;;320;14;0
21.03.21 23:53;15;;340;13;0
22.03.21 01:53;15;;330;12;0
22.03.21 02:53;19;;330;12;0
22.03.21 03:53;0;;0;12;0
22.03.21 04:53;0;;0;11;0
22.03.21 05:53;7;;80;9;0
22.03.21 06:53;0;;0;9;0
22.03.21 07:53;0;;0;10;0
22.03.21 08:53;6;;140;12;0
22.03.21 09:53;11;;140;14;0
22.03.21 10:53;9;;120;16;0
22.03.21 11:53;17;30;160;18;0
22.03.21 12:53;17;;140;18;0
22.03.21 13:53;15;;200;19;0
22.03.21 14:53;19;;180;20;0
22.03.21 15:53;20;;180;19;0
22.03.21 16:53;15;;180;19;0
22.03.21 17:53;19;;180;18;0
22.03.21 18:53;17;;170;16;0
22.03.21 19:53;11;;160;14;0
22.03.21 20:53;13;;150;12;0
22.03.21 21:53;11;;160;12;0
22.03.21 22:53;7;;150;12;0
22.03.21 23:53;11;;130;12;0
23.03.21 00:53;9;;100;11;0
23.03.21 01:53;11;;110;11;0
23.03.21 02:53;6;;80;11;0
23.03.21 03:53;0;;0;10;0
23.03.21 04:53;0;;0;9;0
23.03.21 05:53;6;;330;9;0
23.03.21 06:53;0;;0;8;0
23.03.21 07:53;6;;320;9;0
23.03.21 08:53;33;39;330;13;0
23.03.21 09:53;22;39;310;15;0
23.03.21 10:53;30;43;320;16;0
23.03.21 11:53;28;41;320;17;0
23.03.21 12:53;17;31;300;19;0
23.03.21 13:53;24;39;310;20;0
23.03.21 14:53;22;44;300;21;0
23.03.21 15:53;20;39;320;21;0
23.03.21 16:53;33;46;320;19;0
23.03.21 17:53;30;48;330;19;0
23.03.21 18:53;22;;320;17;0
23.03.21 19:53;13;;320;16;0
23.03.21 20:53;15;;330;16;0
23.03.21 21:53;22;37;10;16;0
23.03.21 22:53;28;44;360;16;0
23.03.21 23:53;43;52;10;16;0
24.03.21 00:53;41;57;20;16;0
24.03.21 01:53;37;59;20;16;0
24.03.21 02:53;30;39;30;15;0
24.03.21 03:53;6;;0;16;0
24.03.21 04:53;20;;40;15;0
24.03.21 05:53;17;;10;16;0
24.03.21 06:53;15;;320;14;0
24.03.21 07:53;15;;100;16;0
24.03.21 08:53;9;;170;17;0
24.03.21 09:53;19;;260;18;0
24.03.21 10:53;7;;0;19;0
24.03.21 11:53;0;;0;22;0
24.03.21 12:53;24;37;320;22;0
24.03.21 13:53;15;31;240;23;0
24.03.21 14:53;7;;0;23;0
24.03.21 15:53;17;37;310;23;0
24.03.21 16:53;30;44;280;22;0
24.03.21 17:53;22;;290;20;0
24.03.21 18:53;13;30;300;18;0
24.03.21 19:53;9;;300;17;0
24.03.21 20:53;0;;0;16;0
24.03.21 21:53;6;;240;15;0
24.03.21 22:53;0;;0;15;0
24.03.21 23:53;0;;0;14;0
25.03.21 00:53;15;;120;13;0
25.03.21 01:53;20;;140;11;0
25.03.21 02:53;13;;130;11;0
25.03.21 03:53;15;;140;11;0
25.03.21 04:53;11;;160;11;0
25.03.21 05:53;17;;150;11;0
25.03.21 06:53;17;;140;11;0
25.03.21 07:53;19;;130;11;0
25.03.21 08:53;26;35;140;12;0
25.03.21 09:53;26;;140;13;0
25.03.21 10:53;26;41;140;13;0
25.03.21 11:53;19;;160;14;0
25.03.21 12:53;17;;180;14;0
25.03.21 13:53;26;44;160;14;0
25.03.21 14:53;22;;180;13;0
25.03.21 15:53;17;;210;13;0
25.03.21 16:53;15;;190;13;0
25.03.21 17:53;15;;160;13;0
25.03.21 18:53;9;;180;12;0
25.03.21 19:53;6;;150;12;0
25.03.21 20:53;15;;250;11;0
25.03.21 21:53;9;;250;11;0
25.03.21 22:53;7;;260;11;0
25.03.21 23:53;11;;240;10;0
26.03.21 00:53;6;;240;10;0
26.03.21 01:53;13;;130;10;0
26.03.21 02:53;11;;120;10;0
26.03.21 03:53;9;;140;9;0
26.03.21 04:53;9;;140;9;0
26.03.21 05:53;0;;0;9;0
26.03.21 06:53;0;;0;9;0
26.03.21 07:53;0;;0;9;0
26.03.21 08:53;6;;130;11;0
26.03.21 09:53;0;;0;12;0
26.03.21 10:53;0;;0;13;0
26.03.21 11:53;7;;180;16;0
26.03.21 12:53;24;30;130;18;0
26.03.21 13:53;19;;180;18;0
26.03.21 14:53;22;;170;18;0
26.03.21 15:53;19;;180;16;0
26.03.21 16:53;15;;180;17;0
26.03.21 17:53;13;;150;16;0
26.03.21 18:53;9;;180;15;0
26.03.21 19:53;6;;180;14;0
26.03.21 20:53;7;;160;14;0
26.03.21 21:53;0;;0;13;0
26.03.21 22:53;7;;110;12;0
26.03.21 23:53;7;;100;12;0
27.03.21 00:53;7;;100;12;0
27.03.21 01:53;0;;0;11;0
27.03.21 02:53;6;;340;9;0
27.03.21 03:53;0;;0;9;0
27.03.21 04:53;0;;0;8;0
27.03.21 05:53;0;;0;8;0
27.03.21 06:53;0;;0;8;0
27.03.21 07:53;6;;250;9;0
27.03.21 08:53;0;;0;12;0
27.03.21 09:53;6;;150;16;0
27.03.21 10:53;7;;190;19;0
27.03.21 11:53;0;;0;22;0
27.03.21 12:53;0;;0;24;0
27.03.21 13:53;15;;180;24;0
27.03.21 14:53;17;;140;24;0
27.03.21 15:53;17;;160;24;0
27.03.21 16:53;17;;170;23;0
27.03.21 17:53;15;;160;22;0
27.03.21 18:53;6;;180;22;0
27.03.21 19:53;6;;180;19;0
27.03.21 20:53;0;;0;18;0
27.03.21 21:53;0;;0;17;0
27.03.21 22:53;6;;320;16;0
27.03.21 23:53;7;;280;15;0
28.03.21 00:53;0;;0;14;0
28.03.21 01:53;0;;0;13;0
28.03.21 02:53;0;;0;12;0
28.03.21 03:53;0;;0;12;0
28.03.21 04:53;0;;0;11;0
28.03.21 05:53;0;;0;11;0
28.03.21 06:53;6;;260;11;0
28.03.21 07:53;0;;0;12;0
28.03.21 08:53;0;;0;17;0
28.03.21 09:53;6;;110;22;0
28.03.21 10:53;9;;0;24;0
28.03.21 11:53;7;;240;26;0
28.03.21 12:53;0;;0;28;0
28.03.21 13:53;15;;230;29;0
28.03.21 14:53;11;;230;31;0
28.03.21 15:53;20;;190;29;0
28.03.21 16:53;19;;190;29;0
28.03.21 17:53;9;;190;28;0
28.03.21 18:53;15;;280;27;0
28.03.21 19:53;13;;270;24;0
28.03.21 20:53;9;;240;22;0
28.03.21 21:53;9;;320;20;0
28.03.21 22:53;13;;300;19;0
28.03.21 23:53;13;;300;18;0
29.03.21 00:53;0;;0;17;0
29.03.21 01:53;0;;0;16;0
29.03.21 02:53;6;;230;15;0
29.03.21 03:53;0;;0;14;0
29.03.21 04:53;0;;0;13;0
29.03.21 05:53;0;;0;14;0
29.03.21 06:53;0;;0;13;0
29.03.21 07:53;6;;230;15;0
29.03.21 08:53;0;;0;19;0
29.03.21 09:53;0;;0;23;0
29.03.21 10:53;11;;100;25;0
29.03.21 11:53;7;;160;27;0
29.03.21 12:53;15;;170;27;0
29.03.21 13:53;19;;180;27;0
29.03.21 14:53;13;;150;26;0
29.03.21 15:53;17;;160;26;0
29.03.21 16:53;17;;160;24;0
29.03.21 17:53;19;;170;22;0
29.03.21 18:53;13;;150;21;0
29.03.21 19:53;17;;110;19;0
29.03.21 20:53;11;;120;18;0
29.03.21 21:53;19;;130;17;0
30.03.21 00:53;13;;110;14;0
30.03.21 01:53;0;;0;13;0
30.03.21 02:53;0;;0;13;0
30.03.21 03:53;0;;0;12;0
30.03.21 04:53;6;;100;12;0
30.03.21 05:53;7;;160;11;0
30.03.21 06:53;9;;130;12;0
30.03.21 07:53;9;;0;12;0
30.03.21 08:53;9;;160;12;0
30.03.21 09:53;9;;140;13;0
30.03.21 10:53;9;;130;17;0
30.03.21 11:53;6;;0;19;0
30.03.21 12:53;9;;0;22;0
30.03.21 13:53;7;;0;23;0
30.03.21 14:53;7;;220;26;0
30.03.21 15:53;11;;160;26;0
30.03.21 16:53;11;;180;27;0
30.03.21 17:53;20;;180;27;0
30.03.21 18:53;7;;150;23;0
30.03.21 19:53;13;;130;19;0
30.03.21 20:53;17;;100;18;0
30.03.21 21:53;9;;110;17;0
30.03.21 22:53;11;;110;16;0
30.03.21 23:53;6;;360;16;0
31.03.21 00:53;0;;0;15;0
31.03.21 01:53;0;;0;14;0
31.03.21 02:53;7;;330;13;0
31.03.21 03:53;7;;270;12;0
31.03.21 04:53;9;;10;12;0
31.03.21 05:53;0;;0;12;0
31.03.21 06:53;0;;0;11;0
31.03.21 07:53;0;;0;14;0
31.03.21 08:53;0;;0;18;0
31.03.21 09:53;0;;0;22;0
31.03.21 10:53;9;;240;26;0
31.03.21 11:53;15;;150;28;0
31.03.21 12:53;20;;170;28;0
31.03.21 13:53;13;;210;29;0
31.03.21 14:53;11;;250;29;0
31.03.21 15:53;0;;0;29;0
31.03.21 16:53;15;;210;29;0
31.03.21 17:53;11;;200;29;0
31.03.21 18:53;11;;190;28;0
31.03.21 19:53;0;;0;26;0
31.03.21 20:53;6;;30;24;0
31.03.21 21:53;0;;0;22;0
31.03.21 22:53;0;;0;21;0
31.03.21 23:53;7;;250;19;0
01.04.21 00:53;17;;200;22;0
01.04.21 01:53;7;;330;19;0
01.04.21 02:53;11;;170;17;0
01.04.21 03:53;9;;310;17;0
01.04.21 04:53;0;;0;18;0
01.04.21 05:53;0;;0;16;0
01.04.21 06:53;0;;0;16;0
01.04.21 07:53;0;;0;17;0
01.04.21 08:53;0;;0;20;0
01.04.21 09:53;6;;140;24;0
01.04.21 10:53;7;;120;27;0
01.04.21 11:53;0;;0;28;0
01.04.21 12:53;11;;150;29;0
01.04.21 13:53;20;;140;29;0
01.04.21 14:53;11;;170;28;0
01.04.21 15:53;7;;150;28;0
01.04.21 16:53;15;;150;29;0
01.04.21 17:53;7;;180;29;0
01.04.21 18:53;11;;200;27;0
01.04.21 19:53;0;;0;25;0
01.04.21 20:53;7;;320;23;0
01.04.21 21:53;9;;310;21;0
01.04.21 22:53;6;;290;21;0
01.04.21 23:53;7;;360;19;0
02.04.21 00:53;6;;80;18;0
02.04.21 01:53;9;;90;17;0
02.04.21 02:53;7;;80;16;0
02.04.21 03:53;11;;90;16;0
02.04.21 04:53;13;;90;14;0
02.04.21 05:53;6;;100;14;0
02.04.21 06:53;9;;100;13;0
02.04.21 07:53;6;;0;14;0
02.04.21 08:53;6;;0;15;0
02.04.21 09:53;7;;0;17;0
02.04.21 10:53;9;;120;19;0
02.04.21 11:53;0;;0;22;0
02.04.21 12:53;13;;160;23;0
02.04.21 14:53;19;;170;24;0
02.04.21 15:53;20;;180;23;0
02.04.21 16:53;15;31;170;23;0
02.04.21 17:53;15;;180;22;0
02.04.21 18:53;15;;180;19;0
02.04.21 19:53;9;;180;18;0
02.04.21 20:53;6;;180;17;0
02.04.21 21:53;6;;0;17;0
02.04.21 22:53;6;;160;16;0
02.04.21 23:53;7;;120;15;0
03.04.21 00:53;7;;100;14;0
03.04.21 01:53;6;;120;14;0
03.04.21 02:53;0;;0;13;0
03.04.21 03:53;0;;0;12;0
03.04.21 04:53;0;;0;12;0
03.04.21 05:53;6;;150;12;0
03.04.21 06:53;0;;0;11;0
03.04.21 07:53;0;;0;11;0
03.04.21 08:53;0;;0;11;0
03.04.21 09:53;7;;110;14;0
03.04.21 10:53;7;;130;18;0
03.04.21 11:53;9;;0;21;0
03.04.21 12:53;13;;160;22;0
03.04.21 13:53;13;;130;24;0
03.04.21 14:53;19;;180;25;0
03.04.21 15:53;19;;160;24;0
03.04.21 16:53;15;;150;23;2,54
03.04.21 17:53;13;;180;22;0
03.04.21 18:53;17;;140;20;0
03.04.21 19:53;13;;120;17;0
03.04.21 20:53;11;;110;17;0
03.04.21 21:53;6;;180;16;0
03.04.21 22:53;0;;0;15;0
03.04.21 23:53;0;;0;14;0
04.04.21 00:53;0;;0;14;0
04.04.21 01:53;6;;170;13;0
04.04.21 02:53;0;;0;13;0
04.04.21 03:53;0;;0;12;0
04.04.21 04:53;0;;0;11;0
04.04.21 05:53;0;;0;11;0
04.04.21 06:53;6;;300;11;0
04.04.21 07:53;0;;0;13;0
04.04.21 08:53;0;;0;16;0
04.04.21 09:53;0;;0;19;0
04.04.21 10:53;7;;170;22;0
04.04.21 11:53;9;;90;24;0
04.04.21 12:53;9;;120;26;0
04.04.21 13:53;13;;170;26;0
04.04.21 14:53;13;;190;27;0
04.04.21 15:53;17;;170;25;0
04.04.21 16:53;17;;170;23;0
04.04.21 17:53;19;;120;23;0
04.04.21 18:53;17;;110;21;0
04.04.21 19:53;15;;120;18;0
04.04.21 20:53;7;;120;17;0
04.04.21 21:53;15;;100;17;0
04.04.21 22:53;13;;110;16;0
04.04.21 23:53;13;;120;14;0
05.04.21 00:53;9;;110;14;0
05.04.21 01:53;9;;110;14;0
05.04.21 02:53;7;;70;13;0
05.04.21 03:53;0;;0;13;0
05.04.21 04:53;0;;0;12;0
05.04.21 05:53;0;;0;12;0
05.04.21 06:53;0;;0;11;0
05.04.21 07:53;0;;0;13;0
05.04.21 08:53;0;;0;14;0
05.04.21 09:53;7;;100;16;0
05.04.21 10:53;13;;110;19;0
05.04.21 11:53;11;;160;21;0
05.04.21 12:53;15;;190;21;0
05.04.21 13:53;20;26;170;21;0
05.04.21 14:53;17;;180;21;0
05.04.21 15:53;19;;180;21;0
05.04.21 16:53;19;;170;19;0
05.04.21 17:53;13;;170;18;0
05.04.21 18:53;17;;120;18;0
05.04.21 19:53;11;;180;16;0
05.04.21 20:53;13;;120;15;0
05.04.21 21:53;13;;120;14;0
05.04.21 22:53;11;;90;13;0
05.04.21 23:53;9;;130;13;0
06.04.21 00:53;6;;150;13;0
06.04.21 01:53;9;;130;13;0
06.04.21 02:53;11;;130;12;0
06.04.21 03:53;7;;110;12;0
06.04.21 04:53;0;;0;11;0
06.04.21 05:53;6;;300;11;0
06.04.21 06:53;9;;150;11;0
06.04.21 07:53;6;;170;12;0
06.04.21 08:53;7;;120;13;0
06.04.21 09:53;9;;130;15;0
06.04.21 10:53;17;;150;17;0
06.04.21 11:53;15;;180;18;0
06.04.21 12:53;13;;210;19;0
06.04.21 13:53;11;;0;21;0
06.04.21 14:53;15;;180;22;0
06.04.21 15:53;6;31;0;22;0
06.04.21 16:53;15;;180;22;0
06.04.21 17:53;15;;160;20;0
06.04.21 18:53;11;;170;18;0
06.04.21 19:53;11;;170;17;0
06.04.21 20:53;11;;180;16;0
06.04.21 21:53;6;;180;14;0
06.04.21 22:53;0;;0;14;0
06.04.21 23:53;0;;0;14;0
07.04.21 00:53;0;;0;14;0
07.04.21 01:53;0;;0;14;0
07.04.21 02:53;0;;0;14;0
07.04.21 03:53;0;;0;13;0
07.04.21 04:53;6;;290;13;0
07.04.21 05:53;0;;0;12;0
07.04.21 06:53;0;;0;12;0
07.04.21 07:53;0;;0;14;0
07.04.21 08:53;0;;0;16;0
07.04.21 09:53;7;;130;19;0
07.04.21 10:53;7;;0;21;0
07.04.21 11:53;7;;0;23;0
07.04.21 12:53;0;;0;26;0
07.04.21 13:53;13;;140;26;0
07.04.21 14:53;9;;0;26;0
07.04.21 15:53;19;;160;25;0
07.04.21 16:53;9;;180;23;0
07.04.21 17:53;17;;180;22;0
07.04.21 18:53;13;;120;21;0
07.04.21 19:53;11;;170;17;0
07.04.21 20:53;13;;110;17;0
07.04.21 21:53;9;;130;16;0
07.04.21 22:53;7;;110;16;0
07.04.21 23:53;0;;0;16;0
08.04.21 00:53;0;;0;16;0
08.04.21 01:53;6;;140;15;0
08.04.21 02:53;6;;110;14;0
08.04.21 03:53;6;;100;14;0
08.04.21 04:53;7;;0;14;0
08.04.21 05:53;0;;0;13;0
08.04.21 06:53;0;;0;14;0
08.04.21 07:53;6;;100;14;0
08.04.21 08:53;7;;130;16;0
08.04.21 09:53;7;;0;18;0
08.04.21 10:53;9;;100;21;0
08.04.21 11:53;13;;170;23;0
08.04.21 12:53;11;;0;24;0
08.04.21 13:53;17;;170;24;0
08.04.21 14:53;22;;170;24;0
08.04.21 15:53;22;;160;24;0
08.04.21 16:53;17;;160;24;0
08.04.21 17:53;17;;120;22;0
08.04.21 18:53;15;;120;21;0
08.04.21 19:53;11;;130;17;0
08.04.21 20:53;15;;120;16;0
08.04.21 21:53;17;;110;16;0
08.04.21 22:53;11;;100;16;0
08.04.21 23:53;19;;120;16;0
09.04.21 00:53;11;;110;14;0
09.04.21 01:53;11;;90;14;0
09.04.21 02:53;0;;0;13;0
09.04.21 03:53;6;;40;12;0
09.04.21 04:53;0;;0;12;0
09.04.21 05:53;6;;10;11;0
09.04.21 06:53;0;;0;11;0
09.04.21 07:53;0;;0;13;0
09.04.21 08:53;9;;140;15;0
09.04.21 09:53;9;;160;17;0
09.04.21 10:53;13;;170;19;0
09.04.21 11:53;7;;130;21;0
09.04.21 12:53;13;;160;23;0
09.04.21 13:53;9;;160;25;0
09.04.21 14:53;13;;180;26;0
09.04.21 15:53;15;;190;24;0
09.04.21 16:53;15;;180;24;0
09.04.21 17:53;15;;130;23;0
09.04.21 18:53;15;;120;22;0
09.04.21 19:53;9;;110;20;0
09.04.21 20:53;7;;110;19;0
09.04.21 21:53;9;;90;17;0
09.04.21 22:53;13;;110;17;0
09.04.21 23:53;17;;110;16;0
10.04.21 00:53;7;;120;15;0
10.04.21 01:53;9;;110;15;0
10.04.21 02:53;7;;90;14;0
10.04.21 03:53;6;;80;14;0
10.04.21 04:53;0;;0;13;0
10.04.21 05:53;0;;0;12;0
10.04.21 06:53;6;;110;13;0
10.04.21 07:53;0;;0;14;0
10.04.21 08:53;17;;120;16;0
10.04.21 09:53;13;;120;17;0
10.04.21 10:53;13;;140;19;0
10.04.21 11:53;13;;130;22;0
10.04.21 12:53;13;;170;24;0
10.04.21 13:53;13;;160;26;0
10.04.21 14:53;20;;180;27;0
10.04.21 15:53;20;;190;25;0
10.04.21 16:53;17;;160;24;0
10.04.21 17:53;20;;170;22;0
10.04.21 18:53;13;;170;21;0
10.04.21 19:53;11;;130;19;0
10.04.21 20:53;9;;120;18;0
10.04.21 21:53;13;;100;16;0
10.04.21 22:53;9;;110;16;0
10.04.21 23:53;11;;110;15;0
11.04.21 00:53;13;;110;14;0
11.04.21 01:53;11;;90;14;0
11.04.21 02:53;6;;200;13;0
11.04.21 03:53;9;;260;13;0
11.04.21 04:53;9;;330;12;0
11.04.21 05:53;9;;280;12;0
11.04.21 06:53;0;;0;12;0
11.04.21 07:53;6;;120;13;0
11.04.21 08:53;7;;120;14;0
11.04.21 09:53;6;;170;16;0
11.04.21 10:53;0;;0;17;0
11.04.21 11:53;7;;170;18;0
11.04.21 12:53;9;;130;20;0
11.04.21 13:53;6;;0;22;0
11.04.21 14:53;11;;170;23;0
11.04.21 15:53;17;;190;24;0
11.04.21 16:53;17;;200;23;0
11.04.21 17:53;17;;190;22;0
11.04.21 18:53;13;;180;19;0
11.04.21 19:53;11;;180;17;0
11.04.21 20:53;7;;190;16;0
11.04.21 21:53;9;;0;16;0
11.04.21 22:53;15;;120;15;0
11.04.21 23:53;13;;130;14;0
12.04.21 00:53;11;;130;14;0
12.04.21 01:53;7;;150;13;0
12.04.21 02:53;9;;150;13;0
12.04.21 03:53;6;;190;13;0
12.04.21 04:53;7;;190;13;0
12.04.21 05:53;6;;190;13;0
12.04.21 06:53;6;;170;14;0
12.04.21 07:53;0;;0;14;0
12.04.21 09:53;9;;130;16;0
12.04.21 10:53;6;;0;17;0
12.04.21 11:53;17;;150;18;0
12.04.21 12:53;13;;180;18;0
12.04.21 13:53;9;;0;19;0
12.04.21 14:53;17;;170;21;0
12.04.21 15:53;15;;180;19;0
12.04.21 16:53;20;;160;18;0
12.04.21 17:53;17;;180;17;0
12.04.21 18:53;13;;180;16;0
12.04.21 19:53;15;;200;14;0
12.04.21 21:53;6;;220;13;0
12.04.21 22:53;6;;180;14;0
12.04.21 23:53;6;;190;14;0
13.04.21 00:53;7;;190;14;0
13.04.21 01:53;6;;180;14;0
13.04.21 02:53;0;;0;14;0
13.04.21 03:53;6;;100;14;0
13.04.21 04:53;7;;170;14;0
13.04.21 05:53;7;;180;13;0
13.04.21 06:53;9;;150;13;0
13.04.21 07:53;11;;170;13;2,54
13.04.21 08:53;9;;140;14;0
13.04.21 09:53;7;;200;14;2,54
13.04.21 10:53;11;;150;14;0
13.04.21 11:53;11;;110;15;0
13.04.21 12:53;13;;150;15;0
13.04.21 13:53;15;;170;15;0
13.04.21 14:53;9;;160;15;0
13.04.21 15:53;11;;140;16;0
13.04.21 16:53;19;;170;16;0
13.04.21 17:53;15;;170;14;0
13.04.21 18:53;15;;190;14;0
13.04.21 19:53;13;;190;13;0
13.04.21 20:53;13;;170;13;0
13.04.21 21:53;11;;180;13;0
13.04.21 22:53;7;;180;13;0
13.04.21 23:53;9;;170;13;0
14.04.21 00:53;9;;180;13;0
14.04.21 01:53;11;;200;12;0
14.04.21 02:53;7;;190;12;0
14.04.21 03:53;6;;170;12;0
14.04.21 04:53;11;;150;12;0
14.04.21 05:53;13;;150;12;0
14.04.21 06:53;9;;180;12;0
14.04.21 07:53;9;;190;12;0
14.04.21 08:53;13;;150;12;0
14.04.21 09:53;13;;170;13;0
14.04.21 10:53;13;;150;14;0
14.04.21 11:53;20;;190;16;0
14.04.21 12:53;19;;220;16;0
14.04.21 13:53;15;;190;16;0
14.04.21 14:53;22;35;210;17;0
14.04.21 15:53;19;;170;16;0
14.04.21 16:53;15;;200;16;0
14.04.21 17:53;17;;170;15;0
14.04.21 18:53;15;;180;14;0
14.04.21 19:53;9;;150;13;0
14.04.21 20:53;9;;180;12;0
14.04.21 21:53;6;;180;12;0
14.04.21 22:53;6;;150;12;0
14.04.21 23:53;0;;0;12;0
15.04.21 00:53;0;;0;11;0
15.04.21 01:53;6;;220;10;0
15.04.21 02:53;0;;0;10;0
15.04.21 03:53;0;;0;8;0
15.04.21 04:53;0;;0;8;0
15.04.21 05:53;0;;0;8;0
15.04.21 06:53;0;;0;8;0
15.04.21 07:53;0;;0;9;0
15.04.21 08:53;9;;110;12;0
15.04.21 09:53;13;;140;14;0
15.04.21 10:53;0;;0;16;0
15.04.21 11:53;9;;170;18;0
15.04.21 12:53;17;;180;18;0
15.04.21 13:53;0;;0;19;0
15.04.21 14:53;15;;180;19;0
15.04.21 15:53;20;;170;18;0
15.04.21 16:53;17;;150;18;0
15.04.21 17:53;17;33;170;17;0
15.04.21 18:53;13;;170;15;0
15.04.21 19:53;7;;180;14;0
15.04.21 20:53;7;;160;14;0
15.04.21 21:53;11;;130;13;0
15.04.21 22:53;11;;100;12;0
15.04.21 23:53;7;;120;12;0
16.04.21 00:53;7;;110;12;0
16.04.21 01:53;6;;0;11;0
16.04.21 02:53;6;;330;11;0
16.04.21 03:53;6;;300;10;0
16.04.21 04:53;7;;320;9;0
16.04.21 05:53;0;;0;9;0
16.04.21 06:53;6;;300;10;0
16.04.21 07:53;6;;270;11;0
16.04.21 08:53;0;;0;13;0
16.04.21 09:53;7;;120;16;0
16.04.21 10:53;0;;0;17;0
16.04.21 11:53;15;;220;20;0
16.04.21 12:53;17;;180;21;0
16.04.21 13:53;13;;160;22;0
16.04.21 14:53;19;;180;22;0
16.04.21 15:53;19;;190;21;0
16.04.21 16:53;17;;170;21;0
16.04.21 17:53;17;;180;19;0
16.04.21 18:53;11;;180;17;0
16.04.21 19:53;11;;180;15;0
16.04.21 20:53;7;;170;14;0
16.04.21 21:53;7;;0;14;0
16.04.21 22:53;7;;90;14;0
16.04.21 23:53;7;;180;13;0
17.04.21 00:53;7;;70;13;0
17.04.21 01:53;6;;50;12;0
17.04.21 02:53;0;;0;12;0
17.04.21 03:53;0;;0;11;0
17.04.21 04:53;6;;330;11;0
17.04.21 05:53;6;;170;11;0
17.04.21 06:53;0;;0;11;0
17.04.21 07:53;7;;160;12;0
17.04.21 08:53;0;;0;12;0
17.04.21 09:53;6;;0;13;0
17.04.21 10:53;0;;0;16;0
17.04.21 11:53;9;;130;19;0
17.04.21 12:53;13;;130;22;0
17.04.21 13:53;17;;160;23;0
17.04.21 14:53;19;;180;23;0
17.04.21 15:53;19;;170;22;0
17.04.21 16:53;11;;170;22;0
17.04.21 17:53;9;;170;23;0
17.04.21 18:53;9;;140;22;0
17.04.21 19:53;6;;110;21;0
17.04.21 20:53;6;;140;19;0
17.04.21 21:53;6;;130;17;0
17.04.21 22:53;0;;0;17;0
17.04.21 23:53;6;;150;16;0
18.04.21 00:53;0;;0;15;0
18.04.21 01:53;0;;0;14;0
18.04.21 02:53;0;;0;14;0
18.04.21 03:53;9;;20;18;0
18.04.21 04:53;15;;340;17;0
18.04.21 05:53;15;;340;17;0
18.04.21 06:53;9;;320;17;0
18.04.21 07:53;7;;310;21;0
18.04.21 08:53;26;54;30;24;0
18.04.21 09:53;30;50;350;24;0
